0,501,502,504,505,506,509,511,512,513,514,515,516,517,519,520,521,523,524,525,526,527,528,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,551,562,566,567,570,571,572,573,601,602,603,604,605,606,607,608,609,610,5001,5002,5003,5004,5005,5006,5007,5008,5009,5010,5011,5012,5013,5014,5015,5016,5017,5018,5019,5020,5021,5022,5023,5024,5025,5026,5027,5028,5029,5030,5031,5032,5033,5034,5035,5036,5037,5038,5039,5040,5041,5042,5043,5045,5046,5047,5048,5049,5050,5051,5052,5053,5054,5055,5056,5065,5067,5068,5069,5070,5100,5101,5102,5103,5104,5105,5106,5107,5108,5109,5110,5111,5112,5115,5116,5117,5118,5119,5120,5121,5122,5124,5125,5126,5127,5128,5129,5130,5131,5132,5133,5134,5135,5136,5137,5138,5139,5140,5141,5142,5143,6030,6140,6141,6148,6200,6201,6202,6203,6204,6205,6206,6207,6208,6210,6211,6500,6501,6502,6503,6504,6505,6506,9001,9002,9003,9004,9005,9006,9007,9008,9009
501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.05,0.0,0.09,0.03,0.01,0.01,0.02,0.04,0.01,0.06,0.0,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.07,0.04,0.03,0.01,0.0,0.06,0.01,0.0,0.0,0.0,0.08,0.04,0.0,0.01,0.0,0.02,0.04,0.02,0.07,0.0,0.05,0.15,0.01,0.01,0.0,0.0,0.18,0.02,0.0,0.01,0.0,0.05,0.0,0.0,0.02,0.05,0.03,0.04,0.01,0.03,0.01,0.07,0.06,0.02,0.05,0.0,0.11,0.03,0.0,0.02,0.02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.03
502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.18,0.0,0.01,0.01,0.01,0.0,0.0,0.21,0.08,0.0,0.16,0.06,0.02,0.02,0.09,0.08,0.03,0.11,0.0,0.01,0.21,0.0,0.04,0.0,0.0,0.01,0.01,0.0,0.04,0.02,0.02,0.0,0.14,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.12,0.06,0.06,0.03,0.0,0.11,0.06,0.01,0.0,0.0,0.15,0.08,0.0,0.02,0.0,0.03,0.08,0.04,0.12,0.0,0.09,0.27,0.02,0.02,0.0,0.0,0.32,0.04,0.01,0.01,0.0,0.1,0.0,0.0,0.05,0.09,0.06,0.07,0.02,0.06,0.01,0.14,0.11,0.03,0.1,0.0,0.21,0.06,0.01,0.03,0.03,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.04,0.04
504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.19,0.0,0.01,0.01,0.01,0.0,0.0,0.19,0.03,0.0,0.15,0.05,0.03,0.02,0.09,0.08,0.03,0.12,0.0,0.01,0.19,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.04,0.02,0.01,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.12,0.07,0.06,0.03,0.0,0.12,0.01,0.01,0.0,0.0,0.15,0.08,0.0,0.02,0.0,0.03,0.08,0.04,0.09,0.0,0.06,0.26,0.02,0.02,0.0,0.0,0.33,0.04,0.01,0.01,0.0,0.1,0.0,0.0,0.05,0.1,0.06,0.08,0.02,0.06,0.01,0.15,0.12,0.03,0.1,0.0,0.2,0.06,0.01,0.03,0.03,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.04,0.04
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.45,0.0,0.01,0.03,0.02,0.0,0.01,0.41,0.15,0.0,0.34,0.12,0.06,0.06,0.19,0.16,0.07,0.29,0.0,0.01,0.51,0.0,0.07,0.0,0.0,0.01,0.02,0.0,0.09,0.04,0.05,0.0,0.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.25,0.13,0.13,0.06,0.0,0.24,0.03,0.01,0.0,0.0,0.3,0.17,0.0,0.04,0.01,0.06,0.18,0.09,0.24,0.0,0.16,0.55,0.03,0.04,0.0,0.0,0.73,0.1,0.02,0.03,0.0,0.22,0.0,0.0,0.12,0.23,0.14,0.18,0.04,0.14,0.03,0.36,0.29,0.08,0.23,0.0,0.51,0.15,0.01,0.07,0.05,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.01,0.04,0.03,0.01,0.02,0.02,0.1,0.05
506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.14,0.04,0.0,0.11,0.04,0.02,0.01,0.06,0.08,0.02,0.08,0.0,0.0,0.14,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.08,0.04,0.04,0.02,0.0,0.08,0.01,0.0,0.0,0.0,0.1,0.06,0.0,0.01,0.0,0.02,0.05,0.06,0.08,0.0,0.06,0.19,0.01,0.01,0.0,0.0,0.22,0.03,0.0,0.01,0.0,0.07,0.0,0.0,0.03,0.06,0.04,0.05,0.01,0.04,0.01,0.09,0.07,0.02,0.06,0.0,0.14,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.03
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.16,0.03,0.01,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.03,0.02,0.01,0.02,0.0,0.04,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.04,0.56,0.08,0.03,0.01,0.01,0.05,0.04,0.01,0.06,0.0,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.06,0.03,0.03,0.01,0.0,0.06,0.01,0.0,0.0,0.0,0.07,0.04,0.0,0.01,0.0,0.0,0.04,0.02,0.06,0.0,0.05,0.14,0.01,0.01,0.0,0.0,0.17,0.02,0.0,0.01,0.0,0.05,0.0,0.0,0.02,0.05,0.03,0.04,0.01,0.03,0.02,0.07,0.06,0.02,0.05,0.0,0.11,0.03,0.0,0.02,0.03,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.02
512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.1,0.0,0.0,0.01,0.01,0.0,0.0,0.22,0.07,1.98,0.16,0.05,0.02,0.02,0.09,0.09,0.01,0.04,0.0,0.0,0.13,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.02,0.02,0.01,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.1,0.06,0.05,0.02,0.0,0.1,0.01,0.0,0.0,0.0,0.16,0.09,0.0,0.02,0.0,0.01,0.08,0.04,0.13,0.0,0.1,1.41,0.02,0.01,0.0,0.0,0.28,0.03,0.0,0.01,0.0,0.08,0.0,0.0,0.02,0.03,0.05,0.05,0.01,0.06,0.01,0.07,0.05,0.03,0.04,0.0,0.12,0.04,0.0,0.04,0.07,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05
513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.37,0.03,0.01,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
